[2023-02-23 10:53:27,207] multiqc                                            [DEBUG  ]  This is MultiQC v1.14
[2023-02-23 10:53:53,189] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684378_trimmed_fastqc
[2023-02-23 10:53:53,190] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684379_trimmed_fastqc
[2023-02-23 10:53:53,190] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684380_trimmed_fastqc
[2023-02-23 10:53:53,190] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684381_trimmed_fastqc
[2023-02-23 10:53:53,190] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684382_trimmed_fastqc
[2023-02-23 10:53:53,190] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684383_trimmed_fastqc
[2023-02-23 10:53:53,190] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684384_trimmed_fastqc
[2023-02-23 10:53:53,190] multiqc                                            [INFO   ]  Search path : /athena/angsd/scratch/xil4009/SMG6_RNA_SEQ/fastq_trimmed/fastqc/SRR16684385_trimmed_fastqc
[2023-02-23 10:53:55,913] multiqc                                            [DEBUG  ]  Summary of files that were skipped by the search: [skipped_module_specific_max_filesize: 176] // [skipped_no_match: 165]
[2023-02-23 10:55:47,290] multiqc.plots.bargraph                             [DEBUG  ]  Using matplotlib version 3.6.3
[2023-02-23 10:55:47,291] multiqc.plots.linegraph                            [DEBUG  ]  Using matplotlib version 3.6.3
[2023-02-23 10:55:47,292] multiqc                                            [DEBUG  ]  No samples found: custom_content
[2023-02-23 10:55:48,024] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 11 reports
[2023-02-23 10:55:48,141] multiqc                                            [INFO   ]  Compressing plot data
[2023-02-23 10:56:09,281] multiqc                                            [INFO   ]  Report      : multiqc_report.html
[2023-02-23 10:56:09,282] multiqc                                            [INFO   ]  Data        : multiqc_data
[2023-02-23 10:56:09,282] multiqc                                            [DEBUG  ]  Moving data file from '/tmp/tmpuzn382l5/multiqc_data' to '/pbtech_mounts/homes064/xil4009/multiqc_data'
[2023-02-23 10:59:59,452] multiqc                                            [INFO   ]  MultiQC complete
